Date,Open,High,Low,Close,Volume,Adj Close
2017-03-27,5776.330078,5900.870117,5769.390137,5897.549805,1736766600,5897.549805
2017-03-20,5898.810059,5928.060059,5781.810059,5828.740234,1872976000,5828.740234
2017-03-13,5863.47998,5912.609863,5831.879883,5901.00,2073262000,5901.00
2017-03-06,5846.419922,5872.600098,5812.080078,5861.72998,1853280000,5861.72998
2017-02-27,5835.040039,5911.790039,5817.220215,5870.75,2055546000,5870.75
2017-02-21,5850.200195,5867.890137,5800.549805,5845.310059,1842597500,5845.310059
2017-02-13,5753.189941,5838.580078,5748.740234,5838.580078,1937602000,5838.580078
2017-02-06,5656.950195,5743.430176,5649.390137,5734.129883,1878458000,5734.129883
2017-01-30,5635.859863,5666.839844,5576.089844,5666.77002,1980594000,5666.77002
2017-01-23,5546.640137,5669.609863,5522.689941,5660.779785,1781300000,5660.779785
2017-01-17,5555.160156,5574.350098,5527.220215,5555.330078,1746595000,5555.330078
2017-01-09,5527.580078,5584.259766,5496.819824,5574.120117,1808716000,5574.120117
2017-01-03,5425.620117,5536.52002,5397.990234,5521.060059,1818235000,5521.060059
2016-12-27,5470.759766,5512.370117,5371.890137,5383.120117,1338575000,5383.120117
2016-12-19,5441.200195,5489.470215,5432.77002,5462.689941,1516924000,5462.689941
2016-12-12,5428.220215,5486.75,5394.419922,5437.160156,2268216000,5437.160156
2016-12-05,5283.580078,5450.160156,5269.569824,5444.50,2033074000,5444.50
2016-11-28,5387.919922,5403.859863,5238.209961,5255.649902,1918546000,5255.649902
2016-11-21,5336.779785,5398.919922,5334.160156,5398.919922,1504232500,5398.919922
2016-11-14,5246.330078,5346.799805,5192.049805,5321.509766,2104640000,5321.509766
2016-11-07,5128.990234,5302.680176,5122.77002,5237.109863,2348876000,5237.109863
2016-10-31,5205.089844,5206.709961,5034.410156,5046.370117,1962926000,5046.370117
2016-10-24,5290.310059,5311.50,5178.759766,5190.100098,1730404000,5190.100098
2016-10-17,5213.689941,5264.27002,5196.029785,5257.399902,1567390000,5257.399902
2016-10-10,5318.459961,5340.52002,5169.759766,5214.160156,1616312000,5214.160156
2016-10-03,5300.290039,5330.810059,5266.799805,5292.399902,1673412000,5292.399902
2016-09-26,5275.72998,5325.879883,5251.319824,5312.00,1841404000,5312.00
2016-09-19,5263.549805,5342.879883,5222.910156,5305.75,1819886000,5305.75
2016-09-12,5098.029785,5254.779785,5097.799805,5244.569824,2189310000,5244.569824
2016-09-06,5260.00,5287.609863,5125.910156,5125.910156,1926220000,5125.910156
2016-08-29,5223.799805,5263.390137,5189.359863,5249.899902,1561230000,5249.899902
2016-08-22,5231.459961,5275.740234,5191.859863,5218.919922,1584998000,5218.919922
2016-08-15,5242.180176,5271.359863,5197.22998,5238.379883,1654254000,5238.379883
2016-08-08,5223.540039,5238.540039,5193.799805,5232.890137,1590660000,5232.890137
2016-08-01,5167.419922,5227.22998,5109.799805,5221.120117,1973158000,5221.120117
2016-07-25,5096.990234,5175.810059,5082.660156,5162.129883,1990896000,5162.129883
2016-07-18,5034.990234,5103.52002,5028.240234,5100.160156,1735390000,5100.160156
2016-07-11,4976.540039,5045.180176,4976.540039,5029.589844,1697404000,5029.589844
2016-07-05,4837.060059,4959.00,4786.009766,4956.759766,1796615000,4956.759766
2016-06-27,4664.430176,4880.169922,4574.25,4862.569824,2153320000,4862.569824
2016-06-20,4856.689941,4910.040039,4698.419922,4707.97998,2261894000,4707.97998
2016-06-13,4868.509766,4894.850098,4778.779785,4800.339844,2020040000,4800.339844
2016-06-06,4950.459961,4980.140137,4880.609863,4894.549805,1711756000,4894.549805
2016-05-31,4938.47998,4971.359863,4909.209961,4942.52002,1877332500,4942.52002
2016-05-23,4771.569824,4933.50,4763.910156,4933.50,1740616000,4933.50
2016-05-16,4728.859863,4791.25,4678.379883,4769.560059,1875450000,4769.560059
2016-05-09,4736.350098,4812.189941,4708.259766,4717.680176,1774562000,4717.680176
2016-05-02,4786.549805,4821.569824,4684.279785,4736.160156,1912950000,4736.160156
2016-04-25,4891.47998,4915.00,4740.839844,4775.359863,1976786000,4775.359863
2016-04-18,4919.359863,4969.319824,4872.02002,4906.22998,1810994000,4906.22998
2016-04-11,4873.390137,4961.299805,4808.910156,4938.220215,1714374000,4938.220215
2016-04-04,4911.209961,4921.509766,4831.490234,4850.689941,1738256000,4850.689941
2016-03-28,4785.25,4917.089844,4749.779785,4914.540039,1698366000,4914.540039
2016-03-21,4787.310059,4835.600098,4734.77002,4773.50,1632262500,4773.50
2016-03-14,4733.390137,4804.580078,4712.069824,4795.649902,1964962000,4795.649902
2016-03-07,4690.879883,4748.790039,4607.990234,4748.470215,1921052000,4748.470215
2016-02-29,4585.299805,4746.649902,4557.459961,4717.02002,2033088000,4717.02002
2016-02-22,4548.310059,4618.850098,4425.720215,4590.470215,1806542000,4590.470215
2016-02-16,4397.950195,4548.470215,4376.52002,4504.430176,2068500000,4504.430176
2016-02-08,4288.02002,4369.620117,4209.759766,4337.509766,2482352000,4337.509766
2016-02-01,4587.589844,4636.930176,4350.370117,4363.140137,2264984000,4363.140137
2016-01-25,4574.589844,4613.950195,4447.50,4613.950195,2213126000,4613.950195
2016-01-19,4548.049805,4591.180176,4313.390137,4591.180176,2549942500,4591.180176
2016-01-11,4673.439941,4714.799805,4419.410156,4488.419922,2491194000,4488.419922
2016-01-04,4897.649902,4926.72998,4637.850098,4643.629883,2231152000,4643.629883
2015-12-28,5032.290039,5116.990234,4999.069824,5007.410156,1344782500,5007.410156
2015-12-21,4957.529785,5063.279785,4928.930176,5048.490234,1382110000,5048.490234
2015-12-14,4932.609863,5088.580078,4871.589844,4923.080078,2393962000,4923.080078
2015-12-07,5139.459961,5139.779785,4928.669922,4933.470215,1931812000,4933.470215
2015-11-30,5139.580078,5176.77002,5011.720215,5142.27002,2061076000,5142.27002
2015-11-23,5106.720215,5134.350098,5050.140137,5127.52002,1486557500,5127.52002
2015-11-16,4916.140137,5112.459961,4908.660156,5104.919922,1851806000,5104.919922
2015-11-09,5128.939941,5133.439941,4925.350098,4927.879883,1850242000,4927.879883
2015-11-02,5065.640137,5163.470215,5061.470215,5147.120117,2026768000,5147.120117
2015-10-26,5030.799805,5095.689941,5009.069824,5053.75,1966272000,5053.75
2015-10-19,4873.540039,5048.549805,4836.459961,5031.859863,1912264000,5031.859863
2015-10-12,4839.790039,4886.950195,4771.620117,4886.689941,1721906000,4886.689941
2015-10-05,4742.129883,4841.379883,4711.790039,4830.470215,2005744000,4830.470215
2015-09-28,4665.060059,4707.779785,4487.060059,4707.779785,2279344000,4707.779785
2015-09-21,4851.97998,4881.459961,4659.47998,4686.50,1943418000,4686.50
2015-09-14,4831.97998,4960.870117,4791.080078,4827.22998,1977048000,4827.22998
2015-09-08,4769.720215,4862.879883,4746.52002,4822.339844,1815327500,4822.339844
2015-08-31,4798.680176,4824.609863,4614.910156,4683.919922,1879976000,4683.919922
2015-08-24,4351.609863,4836.779785,4292.140137,4828.319824,2611744000,4828.319824
2015-08-17,5032.339844,5092.689941,4706.040039,4706.040039,1930658000,4706.040039
2015-08-10,5081.720215,5112.470215,4945.790039,5048.240234,1781340000,5048.240234
2015-08-03,5134.339844,5175.259766,5006.149902,5043.540039,1990116000,5043.540039
2015-07-27,5055.919922,5155.02002,5025.609863,5128.279785,1938564000,5128.279785
2015-07-20,5223.180176,5231.939941,5084.509766,5088.629883,1926434000,5088.629883
2015-07-13,5037.27002,5210.160156,5036.680176,5210.140137,1749226000,5210.140137
2015-07-06,4963.799805,5020.709961,4901.509766,4997.700195,1851386000,4997.700195
2015-06-29,5021.209961,5051.009766,4956.22998,5009.209961,1841345000,5009.209961
2015-06-22,5147.870117,5164.359863,5060.819824,5080.509766,2064176000,5080.509766
2015-06-15,5011.790039,5143.319824,4985.939941,5117.00,1900830000,5117.00
2015-06-08,5066.649902,5101.390137,4974.620117,5051.100098,1662476000,5051.100098
2015-06-01,5094.939941,5114.600098,5025.52002,5068.459961,1828280000,5068.459961
2015-05-26,5076.910156,5111.540039,5016.740234,5070.029785,1826772500,5070.029785
2015-05-18,5040.919922,5103.839844,5037.540039,5089.359863,1682054000,5089.359863
2015-05-11,5003.259766,5062.649902,4931.600098,5048.290039,1703750000,5048.290039
2015-05-04,5018.350098,5043.620117,4888.169922,5003.549805,1980806000,5003.549805
2015-04-27,5104.359863,5119.830078,4921.549805,5005.390137,2039992000,5005.390137
2015-04-20,4958.069824,5100.370117,4952.680176,5092.080078,1763550000,5092.080078
2015-04-13,5001.549805,5024.25,4912.330078,4931.810059,1711824000,4931.810059
2015-04-06,4855.939941,4996.080078,4852.910156,4995.97998,1649740000,4995.97998
2015-03-30,4921.779785,4948.459961,4844.390137,4886.939941,1763702500,4886.939941
2015-03-23,5020.600098,5032.47998,4825.930176,4891.220215,1824736000,4891.220215
2015-03-16,4897.27002,5042.140137,4889.089844,5026.419922,1984412000,5026.419922
2015-03-09,4936.080078,4950.470215,4842.799805,4871.759766,1825012000,4871.759766
2015-03-02,4973.430176,5008.569824,4918.629883,4927.370117,1883452000,4927.370117
2015-02-23,4953.100098,4989.25,4939.560059,4963.529785,1859888000,4963.529785
2015-02-17,4889.990234,4957.02002,4880.640137,4955.970215,1697580000,4955.970215
2015-02-09,4723.72998,4893.839844,4719.609863,4893.839844,1847950000,4893.839844
2015-02-02,4650.600098,4787.180176,4580.459961,4744.399902,2088716000,4744.399902
2015-01-26,4752.359863,4774.180176,4601.759766,4635.240234,2033058000,4635.240234
2015-01-20,4655.839844,4771.180176,4601.100098,4757.879883,1833210000,4757.879883
2015-01-12,4714.069824,4751.339844,4563.109863,4634.379883,2008946000,4634.379883
2015-01-05,4700.339844,4744.709961,4567.589844,4704.069824,1948204000,4704.069824
2014-12-29,4801.259766,4813.720215,4698.109863,4726.810059,1361922500,4726.810059
